title,residential_complex,char_total_area,char_living_area,char_площадь кухни,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_высота_потолков,char_flat_санузел,char_flat_вид_из_окон,char_flat_отделка,char_building_количество_лифтов,char_building_тип_дома,char_building_пандус,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,hc_decoration_options,char_flat_балкон/лоджия,char_building_парковка
"Продается студия, 26,7 м²",ЖК «Юнтолово»,"26,7 м²","17,7 м²",,3,23,2025,Сдан,Чистовая,Новостройка,"26,7 м²","17,7 м²",,"2,76 м",,На улицу и двор,Чистовая,"4 пассажирских, 6 грузовых",Монолитный,Есть,р-н Приморский,5к2,3.0,"Беговая, Старая Деревня, Черная речка","13 мин., 18 мин., 21 мин.",Главстрой Санкт-Петербург,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,Отделка,,True,"27 просмотров, 1 за сегодня","Чистовая, Предчистовая",1 лоджия,
"Продается 1-комн. квартира, 32,23 м²",ЖК «Setl Ривьера»,"32,23 м²","10,1 м²","14,2 м²",13,17,2028,Не сдан,Чистовая,Новостройка,"32,23 м²","10,1 м²","14,2 м²","2,77 м",,,Чистовая,26 пассажирских,Монолитно-кирпичный,,р-н Невский,,3.0,"Проспект Большевиков, Новочеркасская, Ломоносовская","7 мин., 6 мин., 7 мин.",Setl Group,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"8 просмотров, нет за сегодня",,1 лоджия,
"Продается 4-комн. квартира, 104,22 м²",ЖК «Любоград»,"104,22 м²","56,3 м²","20,8 м²",4,4,2027,Не сдан,Чистовая,Новостройка,"104,22 м²","56,3 м²","20,8 м²","2,77 м",,,Чистовая,7 пассажирских,Монолитно-кирпичный,,р-н Петродворцовый,,3.0,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","15 мин., 17 мин., 17 мин.",КВС,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор",,True,"54 просмотра, нет за сегодня",,,
"Продается 3-комн. квартира, 126,66 м²",ЖК «VI Квартал (6 квартал)»,"126,66 м²","59,6 м²","31,9 м²",2,3,2026,Не сдан,Без отделки,Новостройка,"126,66 м²","59,6 м²","31,9 м²",3 м,,,Без отделки,1 пассажирский,Монолитно-кирпичный,Есть,р-н Пушкинский,12,3.0,"Купчино, Звездная, Шушары","17 мин., 18 мин., 20 мин.",,,,,,,,False,"372 просмотра, нет за сегодня",Без отделки,,
"Продается 3-комн. квартира, 90,25 м²",ЖК «Бионика Заповедная»,"90,25 м²",41 м²,23 м²,2,12,2026,Не сдан,Чистовая,Новостройка,"90,25 м²",41 м²,23 м²,"2,77 м",,,Чистовая,"1 пассажирский, 1 грузовой",Монолитно-кирпичный,,р-н Приморский,,3.0,"Проспект Просвещения, Озерки, Удельная","12 мин., 13 мин., 14 мин.",Setl Group,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"56 просмотров, нет за сегодня",,1 лоджия,
"Продается 3-комн. квартира, 77,63 м²",ЖК «Квартал бизнес-класса Б15»,"77,63 м²","39,3 м²","19,6 м²",7,17,2026,Не сдан,С отделкой,Новостройка,"77,63 м²","39,3 м²","19,6 м²","2,73 м",,,С отделкой,"11 пассажирских, 11 грузовых",Монолитно-кирпичный,,р-н Калининский,Б15 жилой квартал,3.0,"Лесная, Выборгская, Площадь Ленина","5 мин., 7 мин., 7 мин.",КВС,Бизнес,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа",,True,"173 просмотра, 1 за сегодня","Чистовая, Предчистовая",,
"Продается студия, 22,15 м²",ЖК «Титул в Московском»,"22,15 м²","15,1 м²",,8,10,2028,Не сдан,Чистовая,Новостройка,"22,15 м²","15,1 м²",,"2,77 м",,,Чистовая,"8 пассажирских, 8 грузовых",Монолитно-кирпичный,,р-н Московский,,3.0,"Московская, Ленинский проспект, Звездная","7 мин., 4 мин., 5 мин.",Setl Group,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"12 просмотров, нет за сегодня",,1 балкон,
"Продается 2-комн. квартира, 51,38 м²",ЖК «Бионика Заповедная»,"51,38 м²","22,1 м²","17,4 м²",12,12,2027,Не сдан,Чистовая,Новостройка,"51,38 м²","22,1 м²","17,4 м²","2,77 м",,,Чистовая,"1 пассажирский, 1 грузовой",Монолитно-кирпичный,,р-н Приморский,20к1,3.0,"Проспект Просвещения, Озерки, Удельная","12 мин., 13 мин., 13 мин.",Setl Group,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"13 просмотров, нет за сегодня",,1 лоджия,
"Продается 2-комн. квартира, 101,05 м²",ЖК «VI Квартал (6 квартал)»,"101,05 м²","47,9 м²",9 м²,2,3,2026,Не сдан,Без отделки,Новостройка,"101,05 м²","47,9 м²",9 м²,3 м,,,Без отделки,1 пассажирский,Монолитно-кирпичный,Есть,р-н Пушкинский,12,3.0,"Купчино, Звездная, Шушары","17 мин., 18 мин., 20 мин.",,,,,,,,False,"228 просмотров, 1 за сегодня",Без отделки,,
"Продается 3-комн. квартира, 78,59 м²",ЖК «Образцовый квартал 17»,"78,59 м²","47,8 м²","10,9 м²",2,4,2026,Не сдан,Предчистовая,Новостройка,"78,59 м²","47,8 м²","10,9 м²","2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,,3.0,"Купчино, Звездная, Московская","20 мин., 21 мин., 22 мин.",,,,,,,,True,"12 просмотров, 1 за сегодня",,1 балкон,Наземная
"Продается 1-комн. квартира, 35,86 м²",ЖК «Астра Континенталь»,"35,86 м²",17 м²,10 м²,11,11,2028,Не сдан,Чистовая,Новостройка,"35,86 м²",17 м²,10 м²,"2,77 м",,,Чистовая,"23 пассажирских, 23 грузовых",Монолитно-кирпичный,,р-н Невский,,3.0,"Елизаровская, Площадь Александра Невского, Обводный канал","16 мин., 7 мин., 8 мин.",Setl Group,Комфорт,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"4 просмотра, нет за сегодня",,1 лоджия,Подземная
