title,residential_complex,char_total_area,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_высота_потолков,char_flat_вид_из_окон,char_building_тип_дома,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,char_living_area,char_площадь кухни,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_санузел,char_flat_балкон/лоджия,char_flat_отделка,char_building_количество_лифтов,char_building_парковка,hc_decoration_options,char_building_пандус
"Продается 1-комн. квартира, 42,26 м²",ЖК «Образцовый квартал 15»,"42,26 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"42,26 м²","2,87 м",,Монолитно-кирпичный,р-н Пушкинский,6к1,3,"Купчино, Звездная, Московская","20 мин., 21 мин., 22 мин.",,,,,,,,True,"7 просмотров, нет за сегодня","15,8 м²",15 м²,"15,8 м²",15 м²,1 совмещенный,1 балкон,Предчистовая,1 пассажирский,Наземная,,
"Продается 1-комн. квартира, 43,04 м²",ЖК «Образцовый квартал 17»,"43,04 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"43,04 м²","2,87 м",,Монолитно-кирпичный,р-н Пушкинский,,3,"Купчино, Звездная, Проспект Ветеранов","20 мин., 21 мин., 21 мин.",,,,,,,,True,"3 просмотра, нет за сегодня","13,4 м²","16,4 м²","13,4 м²","16,4 м²",1 совмещенный,1 балкон,Предчистовая,1 пассажирский,Наземная,,
"Продается 1-комн. квартира, 33,55 м²",ЖК «Любоград»,"33,55 м²",1,4,2025,Сдан,Чистовая,Новостройка,"33,55 м²","2,77 м",,Монолитный,р-н Петродворцовый,26к5,3,"Ленинский проспект, Проспект Ветеранов, Автово","16 мин., 18 мин., 18 мин.",КВС,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор",,True,"126 просмотров, нет за сегодня","15,8 м²","10,5 м²","15,8 м²","10,5 м²",,,Чистовая,8 пассажирских,,,
"Продается 2-комн. квартира, 48,68 м²",ЖК «Город-спутник Южный»,"48,68 м²",2,10,2027,Не сдан,Чистовая,Новостройка,"48,68 м²","2,7 м",,Монолитно-кирпичный,р-н Пушкинский,,3,"Московская, Проспект Ветеранов, Звездная","30 мин., 32 мин., 28 мин.",ЗАСТРОЙ,Комфорт,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Архитектура, Входная группа, Лифт",,False,"123 просмотра, нет за сегодня",,,,,,,Чистовая,4 пассажирских,,,
"Продается 2-комн. квартира, 56,62 м²",ЖК «Аэросити Club (Аэросити Клаб)»,"56,62 м²",3,12,2026,Не сдан,,Новостройка,"56,62 м²","2,72 м",,Монолитный,р-н Пушкинский,,3,"Купчино, Звездная, Московская","8 мин., 8 мин., 11 мин.",ГК Лидер Групп,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,True,"256 просмотров, 2 за сегодня",,,,,,,,,,,
"Продается 1-комн. квартира, 43,8 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,"43,8 м²",1,5,2027,Не сдан,Чистовая,Новостройка,"43,8 м²","2,89 м",На улицу и двор,Монолитный,р-н Московский,,3,"Звездная, Проспект Ветеранов, Юго-Западная","22 мин., 23 мин., 24 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"2 просмотра, нет за сегодня","17,5 м²","13,5 м²","17,5 м²","13,5 м²",1 совмещенный,,Чистовая,1 грузовой,,,
"Продается 1-комн. квартира, 33,9 м²",ЖК «Пулково Лейк»,"33,9 м²",3,4,2026,Не сдан,Чистовая,Новостройка,"33,9 м²","2,6 м",Во двор,Панельный,р-н Пушкинский,,3,"Московская, Купчино, Звездная","22 мин., 20 мин., 21 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"324 просмотра, 2 за сегодня","10,3 м²","16,4 м²","10,3 м²","16,4 м²",1 совмещенный,,Чистовая,"1 пассажирский, 8 грузовых",Подземная,,
"Продается 1-комн. квартира, 34,04 м²",ЖК «Ultra City 3.0 (Ультра Сити 3.0)»,"34,04 м²",2,17,2028,Не сдан,Предчистовая,Новостройка,"34,04 м²","2,75 м",,Монолитно-кирпичный,р-н Приморский,,3,"Комендантский проспект, Пионерская, Удельная","11 мин., 12 мин., 12 мин.",RBI,Комфорт,Монолитно-кирпичный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"182 просмотра, 6 за сегодня","11,2 м²","13,9 м²","11,2 м²","13,9 м²",,,Предчистовая,2 пассажирских,Наземная,,Есть
"Продается 1-комн. квартира, 36,8 м²",ЖК «Univer City. Город возможностей»,"36,8 м²",2,4,2025,Сдан,Чистовая,Новостройка,"36,8 м²","2,77 м",,Монолитно-кирпичный,р-н Пушкинский,ш. Колпинское,3,"Купчино, Шушары, Обухово","20 мин., 20 мин., 23 мин.",Setl Group,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"58 просмотров, 1 за сегодня","17,7 м²","10,2 м²","17,7 м²","10,2 м²",,1 лоджия,Чистовая,,,"Чистовая с мебелью, Чистовая",Есть
"Продается 1-комн. квартира, 35,3 м²",ЖК «Univer City. Город возможностей»,"35,3 м²",4,4,2024,Сдан,Чистовая,Новостройка,"35,3 м²","2,68 м",,Монолитный,р-н Пушкинский,ш. Колпинское,3,"Купчино, Шушары, Звездная","19 мин., 17 мин., 20 мин.",Setl Group,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"211 просмотров, 3 за сегодня","17,7 м²",10 м²,"17,7 м²",10 м²,,1 лоджия,Чистовая,,,"Чистовая с мебелью, Чистовая",Есть
