title,residential_complex,char_total_area,char_living_area,char_площадь кухни,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_высота_потолков,char_flat_санузел,char_flat_балкон/лоджия,char_flat_вид_из_окон,char_flat_отделка,char_building_количество_лифтов,char_building_тип_дома,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,char_building_парковка,char_building_пандус,hc_decoration_options
"Продается студия, 25,2 м²",ЖК «ЛСР. Большая Охта»,"25,2 м²","13,8 м²",,8,12,2025,Не сдан,Предчистовая,Новостройка,"25,2 м²","13,8 м²",,"2,7 м",,,На улицу,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,5,3.0,"Ладожская, Новочеркасская, Чернышевская","4 мин., 4 мин., 8 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"3 просмотра, 1 за сегодня",Подземная,,
"Продается студия, 25,1 м²",ЖК «Витебский парк»,"25,1 м²","13,1 м²",5 м²,5,12,2028,Не сдан,Чистовая,Новостройка,"25,1 м²","13,1 м²",5 м²,"2,62 м",1 совмещенный,,На улицу,Чистовая,2 пассажирских,Монолитный,р-н Фрунзенский,,3.0,"Волковская, Обводный канал, Бухарестская","23 мин., 7 мин., 7 мин.",ПИК,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Входная группа, Лифт",,True,"21 просмотр, нет за сегодня",Открытая,,"Чистовая, Предчистовая"
"Продается 1-комн. квартира, 35,07 м²",ЖК «Бионика Заповедная»,"35,07 м²","11,7 м²","15,7 м²",8,12,2027,Не сдан,Чистовая,Новостройка,"35,07 м²","11,7 м²","15,7 м²","2,77 м",,1 лоджия,,Чистовая,"1 пассажирский, 1 грузовой",Монолитно-кирпичный,р-н Приморский,,3.0,"Проспект Просвещения, Озерки, Удельная","12 мин., 13 мин., 14 мин.",Setl Group,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"59 просмотров, 1 за сегодня",,,
"Продается 1-комн. квартира, 34,83 м²",ЖК «Бионика Заповедная»,"34,83 м²","11,5 м²","15,1 м²",11,12,2027,Не сдан,Чистовая,Новостройка,"34,83 м²","11,5 м²","15,1 м²","2,77 м",,1 лоджия,,Чистовая,"1 пассажирский, 1 грузовой",Монолитно-кирпичный,р-н Приморский,18к1,3.0,"Проспект Просвещения, Озерки, Удельная","12 мин., 13 мин., 13 мин.",Setl Group,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"12 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 37 м²",ЖК «Бионика Заповедная»,37 м²,18 м²,10 м²,3,12,2026,Не сдан,Чистовая,Новостройка,37 м²,18 м²,10 м²,"2,77 м",,1 лоджия,,Чистовая,"1 пассажирский, 1 грузовой",Монолитно-кирпичный,р-н Приморский,,3.0,"Проспект Просвещения, Озерки, Удельная","12 мин., 13 мин., 14 мин.",Setl Group,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"92 просмотра, нет за сегодня",,,
"Продается 1-комн. квартира, 29,09 м²",ЖК «НИГИЛИСТ»,"29,09 м²","8,5 м²",,2,13,2028,Не сдан,Предчистовая,Новостройка,"29,09 м²","8,5 м²",,"2,74 м",,,,Предчистовая,"3 пассажирских, 3 грузовых",Монолитно-кирпичный,р-н Фрунзенский,,3.0,"Бухарестская, Международная, Волковская","12 мин., 20 мин., 6 мин.",ГК «Bau City Development»,Бизнес,Монолитный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа",,False,"93 просмотра, 3 за сегодня",,,"Чистовая, Предчистовая, Без отделки"
"Продается студия, 27,5 м²",ЖК «Аквилон ZALIVE (Аквилон ЗАЛИВ)»,"27,5 м²",,,5,13,2024,Сдан,,Новостройка,"27,5 м²",,,"2,7 м",,,,,"8 пассажирских, 16 грузовых",Монолитно-кирпичный,р-н Василеостровский,5,3.0,"Приморская, Горный институт, Спортивная","7 мин., 8 мин., 13 мин.",Группа Аквилон,Бизнес,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"126 просмотров, 2 за сегодня",,Есть,
"Продается 2-комн. квартира, 53,63 м²",ЖК «Квартал Заречье»,"53,63 м²",,,1,9,2027,Не сдан,,Новостройка,"53,63 м²",,,"2,7 м",,,,,5 грузовых,Монолитный,р-н Колпинский,,3.0,"Рыбацкое, Обухово, Пролетарская","18 мин., 21 мин., 22 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"4 просмотра, нет за сегодня",,Есть,
"Продается студия, 25,15 м²",ЖК «Pulse Premier (Пульс Премьер)»,"25,15 м²",18 м²,,6,15,2026,Не сдан,Чистовая,Новостройка,"25,15 м²",18 м²,,"2,65 м",,1 лоджия,,Чистовая,18 пассажирских,Монолитно-кирпичный,р-н Невский,,3.0,"Проспект Большевиков, Новочеркасская, Улица Дыбенко","8 мин., 7 мин., 8 мин.",Setl Group,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура",,True,"31 просмотр, 1 за сегодня",,,
"Продается 1-комн. квартира, 38 м²",ЖК «Клюква.Парк»,38 м²,,,2,12,2028,Не сдан,Без отделки,Новостройка,38 м²,,,"2,72 м",,,,,"10 пассажирских, 10 грузовых",Монолитно-кирпичный,р-н Пушкинский,,3.0,"Звездная, Московская, Купчино","10 мин., 12 мин., 13 мин.",,,,,,,,False,"1 просмотр, нет за сегодня",,Есть,
"Продается студия, 33 м²",ЖК «ЦДС Черная речка»,33 м²,,,1,14,2025,Сдан,,Новостройка,33 м²,,,"2,75 м",,,,,8 грузовых,Монолитный,р-н Приморский,10к3,3.0,"Лесная, Черная речка, Выборгская","17 мин., 23 мин., 6 мин.",ЦДС,Бизнес,Монолитный,Подземная,Жилой комплекс,"Внутренний двор, Архитектура, Входная группа",,False,"432 просмотра, 15 за сегодня",,Есть,
"Продается 1-комн. квартира, 43,5 м²",ЖК «Юнтолово»,"43,5 м²","13,9 м²","19,1 м²",12,23,2025,Сдан,Чистовая,Новостройка,"43,5 м²","13,9 м²","19,1 м²","2,76 м",,1 лоджия,На улицу и двор,Чистовая,"4 пассажирских, 6 грузовых",Монолитный,р-н Приморский,5к2,3.0,"Беговая, Старая Деревня, Черная речка","13 мин., 18 мин., 21 мин.",Главстрой Санкт-Петербург,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,Отделка,,True,"5 просмотров, нет за сегодня",,Есть,"Чистовая, Предчистовая"
"Продается 1-комн. квартира, 29,63 м²",ЖК «Кинопарк»,"29,63 м²","11,8 м²",10 м²,5,9,2026,Не сдан,Без отделки,Новостройка,"29,63 м²","11,8 м²",10 м²,3 м,1 совмещенный,,Во двор,,10 грузовых,Монолитный,р-н Красносельский,,3.0,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","9 мин., 10 мин., 11 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,"Монолитно-кирпичный, монолитный","Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"56 просмотров, нет за сегодня",,Есть,
"Продается 1-комн. квартира, 34,86 м²",ЖК «Бионика Заповедная»,"34,86 м²","10,1 м²","17,2 м²",11,12,2027,Не сдан,Чистовая,Новостройка,"34,86 м²","10,1 м²","17,2 м²","2,77 м",,1 лоджия,,Чистовая,"1 пассажирский, 1 грузовой",Монолитно-кирпичный,р-н Приморский,20к1,3.0,"Проспект Просвещения, Озерки, Удельная","12 мин., 13 мин., 13 мин.",Setl Group,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"3 просмотра, нет за сегодня",,,
"Продается 2-комн. квартира, 63,28 м²",ЖК «UP-квартал Новый Московский»,"63,28 м²","27,5 м²","15,5 м²",10,10,2025,Сдан,Без отделки,Новостройка,"63,28 м²","27,5 м²","15,5 м²",,,,На улицу и двор,Без отделки,"1 пассажирский, 1 грузовой",Монолитно-кирпичный,р-н Пушкинский,323,3.0,"Шушары, Дунайская, Обухово","16 мин., 21 мин., 22 мин.",ГК ФСК,Комфорт,Монолитно-кирпичный,Отдельная многоуровневая,Жилой комплекс,"Внутренний двор, Архитектура, Входная группа, Лифт",,True,"39 просмотров, 1 за сегодня",,Есть,"Чистовая, Черновая, Без отделки"
"Продается 2-комн. квартира, 62,71 м²",ЖК «UP-квартал Новый Московский»,"62,71 м²","26,5 м²","16,1 м²",6,10,2025,Сдан,Без отделки,Новостройка,"62,71 м²","26,5 м²","16,1 м²","3,3 м",,,На улицу и двор,Без отделки,"1 пассажирский, 1 грузовой",Монолитно-кирпичный,р-н Пушкинский,,3.0,"Купчино, Шушары, Звездная","21 мин., 16 мин., 17 мин.",ГК ФСК,Комфорт,Монолитно-кирпичный,Отдельная многоуровневая,Жилой комплекс,"Внутренний двор, Архитектура, Входная группа, Лифт",,True,"155 просмотров, нет за сегодня",,Есть,"Чистовая, Черновая, Без отделки"
"Продается 2-комн. квартира, 61,69 м²",ЖК «UP-квартал Новый Московский»,"61,69 м²","30,9 м²","16,9 м²",9,10,2025,Сдан,Без отделки,Новостройка,"61,69 м²","30,9 м²","16,9 м²","3,3 м",,,На улицу и двор,Без отделки,"1 пассажирский, 1 грузовой",Монолитно-кирпичный,р-н Пушкинский,,3.0,"Купчино, Шушары, Звездная","21 мин., 16 мин., 17 мин.",ГК ФСК,Комфорт,Монолитно-кирпичный,Отдельная многоуровневая,Жилой комплекс,"Внутренний двор, Архитектура, Входная группа, Лифт",,True,"29 просмотров, 1 за сегодня",,Есть,"Чистовая, Черновая, Без отделки"
"Продается 2-комн. квартира, 64,72 м²",ЖК «UP-квартал Новый Московский»,"64,72 м²","30,4 м²","17,7 м²",1,10,2027,Не сдан,Без отделки,Новостройка,"64,72 м²","30,4 м²","17,7 м²","2,72 м",,,На улицу и двор,Без отделки,"1 пассажирский, 1 грузовой",Монолитно-кирпичный,р-н Пушкинский,,3.0,"Шушары, Дунайская, Проспект Славы","16 мин., 21 мин., 22 мин.",ГК ФСК,Комфорт,Монолитно-кирпичный,Отдельная многоуровневая,Жилой комплекс,"Внутренний двор, Архитектура, Входная группа, Лифт",,True,"184 просмотра, 2 за сегодня",,Есть,"Чистовая, Черновая, Без отделки"
