title,residential_complex,char_total_area,char_living_area,char_площадь кухни,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_высота_потолков,char_flat_вид_из_окон,char_flat_отделка,char_building_тип_дома,char_building_парковка,district,building,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_decoration_options,hc_advantages,developer_description,online_booking,views,char_building_количество_лифтов,metro_count,metro_names,metro_times,char_flat_санузел,char_flat_балкон/лоджия,char_building_пандус
"Продается 2-комн. квартира, 62,4 м²",ЖК «Ранта Резиденс (Ranta Residence)»,"62,4 м²","23,2 м²",,3,4,2026,Не сдан,Предчистовая,Новостройка,"62,4 м²","23,2 м²",,,Во двор,Предчистовая,Монолитно-кирпичный,,р-н Курортный,,LAR Development,Бизнес,Монолитно-кирпичный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Чистовая, Предчистовая","Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"24 просмотра, нет за сегодня","3 пассажирских, 3 грузовых",,,,,1 лоджия,
"Продается 1-комн. квартира, 41,81 м²",ЖК «Кронфорт.Центральный»,"41,81 м²",12 м²,"17,6 м²",2,4,2026,Не сдан,Чистовая,Новостройка,"41,81 м²",12 м²,"17,6 м²","3,04 м",На улицу и двор,Чистовая,Монолитный,Подземная,р-н Кронштадтский,,ГК Алькор,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Чистовая, Предчистовая, Без отделки","Отделка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"25 просмотров, 1 за сегодня",,,,,,1 лоджия,
"Продается студия, 27,2 м²",ЖК «Лондон Парк»,"27,2 м²",,,16,28,2017,Сдан,Нет информации,Новостройка,"27,2 м²",,,,,Нет информации,Монолитно-кирпичный,,р-н Выборгский,43,,,,,,,,,False,"1070 просмотров, 102 за сегодня",1 пассажирский,3.0,"Проспект Просвещения, Гражданский проспект, Озерки","24 мин., 7 мин., 7 мин.",,,
"Продается 3-комн. квартира, 101,4 м²",ЖК «Байрон»,"101,4 м²",,,8,25,2024,Сдан,Предчистовая,Новостройка,"101,4 м²",,,,,Предчистовая,Монолитно-кирпичный,,р-н Выборгский,5к1,,,,,,,,,False,"144 просмотра, 32 за сегодня",,3.0,"Проспект Просвещения, Озерки, Гражданский проспект","5 мин., 7 мин., 7 мин.",,,Есть
"Продается студия, 29,54 м²",ЖК «Остров первых»,"29,54 м²","16,6 м²",,6,9,2029,Не сдан,Без отделки,Новостройка,"29,54 м²","16,6 м²",,"2,85 м",,,Монолитно-кирпичный,Подземная,Перевозная ул.,,,,,,,,,,False,"303 просмотра, 2 за сегодня",17 пассажирских,3.0,"Садовая, Балтийская, Сенная площадь","6 мин., 6 мин., 6 мин.",,,Есть
"Продается 1-комн. квартира, 41,3 м²",ЖК «Байрон»,"41,3 м²",,,20,25,2024,Сдан,Предчистовая,Новостройка,"41,3 м²",,,,,Предчистовая,Монолитно-кирпичный,,р-н Выборгский,5к1,,,,,,,,,False,"129 просмотров, 14 за сегодня",,3.0,"Проспект Просвещения, Озерки, Гражданский проспект","5 мин., 7 мин., 7 мин.",,,Есть
"Продается 3-комн. квартира, 101,8 м²",ЖК «Байрон»,"101,8 м²",,,9,25,2024,Сдан,Предчистовая,Новостройка,"101,8 м²",,,,,Предчистовая,Монолитно-кирпичный,,р-н Выборгский,5к1,,,,,,,,,False,"51 просмотр, 8 за сегодня",,3.0,"Проспект Просвещения, Озерки, Гражданский проспект","5 мин., 7 мин., 7 мин.",,,Есть
"Продается 1-комн. квартира, 46,5 м²",ЖК «Байрон»,"46,5 м²",,,6,25,2024,Сдан,Предчистовая,Новостройка,"46,5 м²",,,,,Предчистовая,Монолитно-кирпичный,,р-н Выборгский,5к1,,,,,,,,,False,"76 просмотров, 9 за сегодня",,3.0,"Проспект Просвещения, Озерки, Гражданский проспект","5 мин., 7 мин., 7 мин.",,,Есть
"Продается 3-комн. квартира, 85,12 м²",ЖК «Шепилевский (Shepilevskiy)»,"85,12 м²","43,5 м²",,22,24,2025,Не сдан,Предчистовая,Новостройка,"85,12 м²","43,5 м²",,3 м,,Предчистовая,Монолитный,,р-н Московский,39,Element,Бизнес,Монолитно-кирпичный,Подземная,Жилой комплекс,,"Внутренний двор, Архитектура, Входная группа, Лифт",,True,"197 просмотров, 4 за сегодня","2 пассажирских, 2 грузовых",3.0,"Московская, Звездная, Ленинский проспект","9 мин., 25 мин., 6 мин.",,,
"Продается 1-комн. квартира, 28,96 м²",ЖК «17/33 Петровский остров»,"28,96 м²","10,7 м²",,2,8,2026,Не сдан,Без отделки,Новостройка,"28,96 м²","10,7 м²",,3 м,,Без отделки,Монолитный,,р-н Петроградский,17литЗ,Element,Премиум,Монолитный,Гостевая,Апарт-комплекс,"Чистовая, Черновая, Без отделки","Парковка, Парки, Архитектура, Входная группа",,True,"3178 просмотров, 6 за сегодня","20 пассажирских, 20 грузовых",3.0,"Спортивная, Чкаловская, Василеостровская","19 мин., 22 мин., 4 мин.",,,
"Продается 1-комн. квартира, 36,94 м²",ЖК «Шепилевский (Shepilevskiy)»,"36,94 м²","16,7 м²",,16,24,2025,Не сдан,Предчистовая,Новостройка,"36,94 м²","16,7 м²",,3 м,,Предчистовая,Монолитный,,р-н Московский,39,Element,Бизнес,Монолитно-кирпичный,Подземная,Жилой комплекс,,"Внутренний двор, Архитектура, Входная группа, Лифт",,True,"106 просмотров, 1 за сегодня","2 пассажирских, 2 грузовых",3.0,"Московская, Звездная, Ленинский проспект","9 мин., 25 мин., 6 мин.",,,
"Продается 1-комн. квартира, 45,85 м²",ЖК «Остров первых»,"45,85 м²","12,5 м²",,6,9,2029,Не сдан,Черновая,Новостройка,"45,85 м²","12,5 м²",,"2,85 м",,Черновая,Монолитно-кирпичный,Подземная,р-н Адмиралтейский,,ГК Fizika Development,Бизнес,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Без отделки, Черновая","Парковка, Внутренний двор, Архитектура, Входная группа",,True,"123 просмотра, нет за сегодня",17 пассажирских,3.0,"Садовая, Балтийская, Сенная площадь","6 мин., 6 мин., 6 мин.",,,Есть
"Продается 1-комн. квартира, 62,91 м²",ЖК «Шепилевский (Shepilevskiy)»,"62,91 м²","9,6 м²",,19,24,2025,Не сдан,Предчистовая,Новостройка,"62,91 м²","9,6 м²",,3 м,,Предчистовая,Монолитный,,р-н Московский,39,Element,Бизнес,Монолитно-кирпичный,Подземная,Жилой комплекс,,"Внутренний двор, Архитектура, Входная группа, Лифт",,True,"48 просмотров, 1 за сегодня","2 пассажирских, 2 грузовых",3.0,"Московская, Звездная, Ленинский проспект","9 мин., 25 мин., 6 мин.",,,
"Продается студия, 20,51 м²",ЖК «17/33 Петровский остров»,"20,51 м²","12,9 м²",,6,8,2026,Не сдан,Без отделки,Новостройка,"20,51 м²","12,9 м²",,3 м,,Без отделки,Монолитный,,р-н Петроградский,17литЗ,Element,Премиум,Монолитный,Гостевая,Апарт-комплекс,"Чистовая, Черновая, Без отделки","Парковка, Парки, Архитектура, Входная группа",,True,"443 просмотра, 5 за сегодня","20 пассажирских, 20 грузовых",3.0,"Спортивная, Чкаловская, Василеостровская","19 мин., 22 мин., 4 мин.",,,
"Продается студия, 30,08 м²",ЖК «Шепилевский (Shepilevskiy)»,"30,08 м²","12,2 м²",,14,24,2025,Не сдан,Предчистовая,Новостройка,"30,08 м²","12,2 м²",,3 м,,Предчистовая,Монолитный,,р-н Московский,39,Element,Бизнес,Монолитно-кирпичный,Подземная,Жилой комплекс,,"Внутренний двор, Архитектура, Входная группа, Лифт",,True,"125 просмотров, 2 за сегодня","2 пассажирских, 2 грузовых",3.0,"Московская, Звездная, Ленинский проспект","9 мин., 25 мин., 6 мин.",,,
"Продается 2-комн. квартира, 58,53 м²",ЖК «17/33 Петровский остров»,"58,53 м²","25,4 м²",,5,8,2026,Не сдан,Без отделки,Новостройка,"58,53 м²","25,4 м²",,3 м,,Без отделки,Монолитный,,р-н Петроградский,17литЗ,Element,Премиум,Монолитный,Гостевая,Апарт-комплекс,"Чистовая, Черновая, Без отделки","Парковка, Парки, Архитектура, Входная группа",,True,"1312 просмотров, 1 за сегодня","20 пассажирских, 20 грузовых",3.0,"Спортивная, Чкаловская, Василеостровская","19 мин., 22 мин., 4 мин.",,,
"Продается 2-комн. квартира, 84,36 м²",ЖК «Коллекционный Дом 1919»,"84,36 м²","28,1 м²",,9,11,2025,Сдан,Предчистовая,Новостройка,"84,36 м²","28,1 м²",,3 м,,Предчистовая,Монолитный,,р-н Московский,3,Element,Премиум,Монолитный,Подземная,Жилой комплекс,,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"72 просмотра, 2 за сегодня",1 грузовой,3.0,"Московские ворота, Электросила, Фрунзенская","6 мин., 21 мин., 23 мин.",,,
"Продается 2-комн. квартира, 65,91 м²",ЖК «Сампсониевский 32»,"65,91 м²","24,6 м²","24,3 м²",2,10,2026,Не сдан,Предчистовая,Новостройка,"65,91 м²","24,6 м²","24,3 м²","2,7 м",Во двор,Предчистовая,Монолитный,,р-н Выборгский,,LEGENDA Intelligent Development,Бизнес,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,,Архитектура,,False,"1592 просмотра, 10 за сегодня","1 пассажирский, 1 грузовой",3.0,"Выборгская, Площадь Ленина, Петроградская","11 мин., 22 мин., 5 мин.",1 раздельный,,
"Продается 3-комн. квартира, 134,51 м²",ЖК «17/33 Петровский остров»,"134,51 м²","52,1 м²",,3,8,2026,Не сдан,Без отделки,Новостройка,"134,51 м²","52,1 м²",,3 м,,Без отделки,Монолитный,,р-н Петроградский,17литЗ,Element,Премиум,Монолитный,Гостевая,Апарт-комплекс,"Чистовая, Черновая, Без отделки","Парковка, Парки, Архитектура, Входная группа",,True,"75 просмотров, нет за сегодня","20 пассажирских, 20 грузовых",3.0,"Спортивная, Чкаловская, Василеостровская","19 мин., 22 мин., 4 мин.",,,
"Продается 1-комн. квартира, 57,1 м²",ЖК «Прагма city»,"57,1 м²","18,2 м²",25 м²,18,23,2022,Сдан,Предчистовая,Новостройка,"57,1 м²","18,2 м²",25 м²,"2,73 м",,Предчистовая,Монолитный,Наземная,р-н Выборгский,дор. Ольгинская,,,,,,"Чистовая, Предчистовая, Без отделки",,,False,"161 просмотр, 3 за сегодня","1 пассажирский, 2 грузовых",3.0,"Парнас, Проспект Просвещения, Озерки","19 мин., 7 мин., 9 мин.","1 совмещенный, 1 раздельный",1 балкон,
